Time,Altitude,OrientationX,OrientationY,OrientationZ
551.0,1001.30023,-10.0,35.116894,14.485425
552.0,1001.30023,-10.0,34.37156,13.778958
553.0,1001.30023,-10.0,33.812912,13.07285
554.0,1001.30023,-10.0,33.83024,13.069838
555.0,1001.30023,-10.0,32.943634,12.689224
556.0,1001.30023,-10.0,33.94107,12.239027
557.0,1001.30023,-10.0,34.534817,12.57065
558.0,1001.30023,-10.0,33.775482,13.108558
559.0,1001.30023,-10.0,33.160522,12.310338
560.0,1001.30023,-10.0,33.59515,13.217953
561.0,1001.30023,-10.0,34.133625,13.836775
562.0,1001.30023,-10.0,33.930393,12.929106
563.0,1001.30023,-10.0,34.142094,13.292711
564.0,1001.30023,-10.0,33.351368,13.550674
565.0,1001.30023,-10.0,33.06134,12.850242
566.0,1001.30023,-10.0,33.710636,12.653696
567.0,1001.30023,-10.0,33.224155,11.856929
568.0,1001.30023,-10.0,34.025032,12.53996
569.0,1001.30023,-10.0,33.866356,11.778142
570.0,1001.30023,-10.0,34.327637,12.593092
571.0,1001.30023,-10.0,34.601505,12.832375
572.0,1001.30023,-10.0,35.581955,13.3828535
573.0,1001.30023,-10.0,35.77022,12.415341
574.0,1001.30023,-10.0,35.823574,12.935087
575.0,1001.30023,-10.0,35.2516,12.900778
576.0,1001.30023,-10.0,34.88067,12.906784
577.0,1001.30023,-10.0,34.122944,12.125987
578.0,1001.30023,-10.0,33.20862,12.431017
579.0,1001.30023,-10.0,32.405067,12.375875
580.0,1001.30023,-10.0,32.784664,13.077111
581.0,1001.30023,-10.0,33.062965,13.020059
582.0,1001.30023,-10.0,33.692886,12.239184
583.0,1001.30023,-10.0,33.94182,12.542349
584.0,1001.30023,-10.0,34.852306,11.823708
585.0,1001.30023,-10.0,34.837376,11.989527
586.0,1001.30023,-10.0,34.053314,12.487122
587.0,1001.30023,-10.0,34.53848,12.066787
588.0,1001.30023,-10.0,35.502674,11.880529
589.0,1001.30023,-10.0,36.15384,11.3115425
590.0,1001.30023,-10.0,35.705616,11.698958
591.0,1001.30023,-10.0,34.744045,11.046345
592.0,1001.30023,-10.0,34.86212,10.3412075
593.0,1001.30023,-10.0,33.901527,10.737413
594.0,1001.30023,-10.0,34.117462,11.157649
595.0,1001.30023,-10.0,33.720905,10.497624
596.0,1001.30023,-10.0,33.09324,11.362514
597.0,1001.30023,-10.0,32.786636,10.598933
598.0,1001.30023,-10.0,33.56648,10.184198
599.0,1001.30023,-10.0,33.832043,10.153077
600.0,1001.30023,-10.0,33.96987,10.182628
601.0,1001.30023,-10.0,33.376698,10.961776
602.0,1001.30023,-10.0,33.266415,10.734581
603.0,1001.30023,-10.0,32.99728,9.867562
604.0,1001.30023,-10.0,33.135307,10.453913
605.0,1001.30023,-10.0,32.913948,9.809004
606.0,1001.30023,-10.0,33.3693,10.398892
607.0,1001.30023,-10.0,34.31476,11.059289
608.0,1001.30023,-10.0,34.361515,11.091251
609.0,1001.30023,-10.0,34.273384,10.176978
610.0,1001.30023,-10.0,34.447914,10.212924
611.0,1001.30023,-10.0,33.87341,9.381746
612.0,1001.30023,-10.0,34.734848,10.232651
613.0,1001.30023,-10.0,35.26757,10.457842
614.0,1001.30023,-10.0,36.130997,10.02853
615.0,1001.30023,-10.0,36.859962,10.734128
616.0,1001.30023,-10.0,36.444622,10.254169
617.0,1001.30023,-10.0,35.604095,10.804909
618.0,1001.30023,-10.0,36.04769,11.271583
619.0,1001.30023,-10.0,36.1243,11.653388
620.0,1001.30023,-10.0,35.936985,12.136334
621.0,1001.30023,-10.0,36.828377,12.39328
622.0,1001.30023,-10.0,36.543575,13.223091
623.0,1001.30023,-10.0,36.061344,13.251095
624.0,1001.30023,-10.0,35.456825,12.5837
625.0,1001.30023,-10.0,34.735867,12.322338
626.0,1001.30023,-10.0,35.000286,13.085409
627.0,1001.30023,-10.0,35.739704,13.470871
628.0,1001.30023,-10.0,35.797367,13.94775
629.0,1001.30023,-10.0,36.142876,13.659938
630.0,1001.30023,-10.0,35.976395,14.128731
631.0,1001.30023,-10.0,35.76759,14.878816
632.0,1001.30023,-10.0,36.172546,14.419821
633.0,1001.30023,-10.0,36.000107,14.191467
634.0,1001.30023,-10.0,35.327667,15.107907
635.0,1001.30023,-10.0,35.288754,14.690012
636.0,1001.30023,-10.0,34.555374,14.174058
637.0,1001.30023,-10.0,33.732094,14.607727
638.0,1001.30023,-10.0,33.959732,15.0927515
639.0,1001.30023,-10.0,34.714733,15.282368
640.0,1001.30023,-10.0,33.76959,15.359159
641.0,1001.30023,-10.0,34.55816,14.862312
642.0,1001.30023,-10.0,35.25058,15.680444
643.0,1001.30023,-10.0,35.7877,14.706525
644.0,1001.30023,-10.0,36.288624,14.824839
645.0,1001.30023,-10.0,35.995995,14.805685
646.0,1001.30023,-10.0,35.001183,15.062508
647.0,1001.30023,-10.0,35.65975,15.842652
648.0,1001.30023,-10.0,36.189865,14.917567
649.0,1001.30023,-10.0,36.170692,14.224882
650.0,1001.30023,-10.0,36.66136,13.774458
651.0,1001.30023,-10.0,36.44155,14.455359
652.0,1001.30023,-10.0,36.912334,14.587735
